,name,position,department,timestamp
99,John Krafick,Account Executive,"Marketing, Ticket Sales, and Service",20181022090402
100,Carley Lenahan,Event Coordinator,"Marketing, Ticket Sales, and Service",20181022090402
101,Jamie Miller,Member Engagement Manager,"Marketing, Ticket Sales, and Service",20181022090402
102,Chrissy Leach,Group Sales Manager,"Marketing, Ticket Sales, and Service",20181022090402
103,Erin Lewis,Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20181022090402
104,Colleen Rossetti,VIP Member Experience Executive,"Marketing, Ticket Sales, and Service",20181022090402
105,Alex Manta,Business Operations Manager,"Marketing, Ticket Sales, and Service",20181022090402
106,Tyler Marcotte,Member Experience Executive,"Marketing, Ticket Sales, and Service",20181022090402
107,Tyler Massey,Account Executive,"Marketing, Ticket Sales, and Service",20181022090402
108,Eileen O'Malley,Strategic Marketing Coordinator,"Marketing, Ticket Sales, and Service",20181022090402
109,Marina Ortega,Dance Team Director,"Marketing, Ticket Sales, and Service",20181022090402
110,Sara Page,Member Experience Executive,"Marketing, Ticket Sales, and Service",20181022090402
111,Jillian Paine,Director of Inside Sales,"Marketing, Ticket Sales, and Service",20181022090402
112,Justin Peterson,"Director, Digital Content Production","Marketing, Ticket Sales, and Service",20181022090402
113,McKenzie Pezze – Member Experience Executive,"Marketing, Ticket Sales, and Service",,20181022090402
114,Amanda Pflugrad,Celtics.com Video Reporter,"Marketing, Ticket Sales, and Service",20181022090402
115,Tiffany Philyaw – Member Experience Executive,"Marketing, Ticket Sales, and Service",,20181022090402
116,John Picard,Sr. Digital Videographer,"Marketing, Ticket Sales, and Service",20181022090402
117,Katie Punda,Account Executive,"Marketing, Ticket Sales, and Service",20181022090402
118,Bill Ramos,"Director, Digital Development & Innovation","Marketing, Ticket Sales, and Service",20181022090402
119,Jonathan Robinson,Sr. Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20181022090402
120,Marc Rogers,Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20181022090402
121,Andrew Sherwin,Director of Business Operations,"Marketing, Ticket Sales, and Service",20181022090402
122,Keith Sliney,Creative Director,"Marketing, Ticket Sales, and Service",20181022090402
123,Taylor Snow,Digital Production Coordinator,"Marketing, Ticket Sales, and Service",20181022090402
124,Zachary Soulier,Account Executive,"Marketing, Ticket Sales, and Service",20181022090402
125,Sean Sullivan,VP of Live Events,"Marketing, Ticket Sales, and Service",20181022090402
126,Shawn Sullivan,Chief Marketing Officer,"Marketing, Ticket Sales, and Service",20181022090402
127,Matthew Tardiff,Member Experience Executive,"Marketing, Ticket Sales, and Service",20181022090402
128,Jake Wendling,Director of Game Presentation & Events,"Marketing, Ticket Sales, and Service",20181022090402
129,Jack Wu,Graphic Designer,"Marketing, Ticket Sales, and Service",20181022090402
130,Brandon Chinn,Communications Assistant Manager,Media Relations,20181022090402
131,Christian Megliola,"Senior VP, Communications",Media Relations,20181022090402
132,Brian Olive,Media Services Manager,Media Relations,20181022090402
133,Jeffrey Twiss,VP of Media Services/Alumni Relations,Media Relations,20181022090402
134,Heather Walker,Sr. Director of Public Relations,Media Relations,20181022090402
135,Jamie Casselberry,Staff Accountant,Finance / Administration,20181022090402
136,Peter Fayette,Director of Operations,Finance / Administration,20181022090402
137,Patrick Lynch,Vice President & Controller,Finance / Administration,20181022090402
138,Will Lynner,Staff Accountant,Finance / Administration,20181022090402
139,Barbara Reed,Sr. Director of Human Resources & Investor Services,Finance / Administration,20181022090402
140,Bill Reissfelder,Sr. Vice President & CFO,Finance / Administration,20181022090402
141,Clancy Wolf,Receptionist & Assistant Office Manager,Finance / Administration,20181022090402
142,Alice Zottoli,Accounting Manager,Finance / Administration,20181022090402
143,Rob Billings,Risk Management,Operations,20181022090402
144,Rick Coombs,Manager of Technology Programs and Services,Operations,20181022090402
145,Tim Knecht,Information Technology Administrator,Operations,20181022090402
146,Jason McKenna,Facilities Manager – Practice Facility,Operations,20181022090402
147,James Parker,Associate Team Counsel,Operations,20181022090402
148,Jay Wessland,Vice President & CTO,Operations,20181022090402
0,Wyc Grousbeck,"Managing Partner, Governor & Chief Executive Officer",Managing Partners,20181221012607
1,H. Irving Grousbeck,Managing Partner & Alternate Governor,Managing Partners,20181221012607
2,Stephen Pagliuca,Managing Partner & Alternate Governor,Managing Partners,20181221012607
3,Robert Epstein,Managing Partner & Alternate Governor,Managing Partners,20181221012607
4,Wendy Cooper,Executive Assistant,Managing Partners,20181221012607
5,Austin Ainge,Director of Player Personnel,Basketball Operations,20181221012607
6,Danny Ainge,President of Basketball Operations,Basketball Operations,20181221012607
7,Jerome Allen,Assistant Coach,Basketball Operations,20181221012607
8,Gibson Arnold,Regional Scout,Basketball Operations,20181221012607
9,Brandon Bailey,Assistant Video Coordinator,Basketball Operations,20181221012607
10,Alex Barlow,Video Assistant,Basketball Operations,20181221012607
11,Steven Bekerian,Culinary Nutrition Assistant,Basketball Operations,20181221012607
12,Frank Burke,Director of Basketball Administration,Basketball Operations,20181221012607
13,Drew Cannon,Basketball Operations Analyst,Basketball Operations,20181221012607
14,Remy Cofield,Basketball Operations Assistant,Basketball Operations,20181221012607
15,Jake Eastman,Basketball Operations Assistant,Basketball Operations,20181221012607
16,Kenny Graves,Coaching Associate/Director of Player Development,Basketball Operations,20181221012607
17,Jay Larranaga,Assistant Coach,Basketball Operations,20181221012607
18,Armond Lavallee,Assistant Strength and Conditioning Coach,Basketball Operations,20181221012607
19,Luiz Lemes,International Scout,Basketball Operations,20181221012607
20,David Lewin,Director of Scouting,Basketball Operations,20181221012607
21,Todd Lickliter,Regional Scout,Basketball Operations,20181221012607
22,Andrew Mannix,Basketball Facilities Manager,Basketball Operations,20181221012607
23,Benas Matkevicius,International Scout,Basketball Operations,20181221012607
24,Aidan Monheim,Practice Facility Receptionist & Assistant Facility Manager,Basketball Operations,20181221012607
25,Scott Morrison,Assistant Coach,Basketball Operations,20181221012607
26,Kathleen Nimmo,Team Services Manager,Basketball Operations,20181221012607
27,Matthew Reynolds,Video Assistant,Basketball Operations,20181221012607
28,Gary Schmidt,Advance Scout,Basketball Operations,20181221012607
29,Micah Shrewsberry,Assistant Coach,Basketball Operations,20181221012607
30,David Sparks,Director of Basketball Analytics,Basketball Operations,20181221012607
31,Brad Stevens,Head Coach,Basketball Operations,20181221012607
32,Tyler Yeaton,Assistant Strength and Conditioning Coach,Basketball Operations,20181221012607
33,Jamie Young,Assistant Coach,Basketball Operations,20181221012607
34,Mike Zarren,Assistant General Manager & Team Counsel,Basketball Operations,20181221012607
35,Pete Chrisafideis,Home Equipment Personnel,Team Services,20181221012607
36,John Connor,Team Travel & Equipment Manager,Team Services,20181221012607
37,Phil Lynch,Director of Team Security,Team Services,20181221012607
38,Francis O'Bryant,Operations Liaison,Team Services,20181221012607
39,Dr. Johann Bilsborough,Director of Sport Science,Medical Staff,20181221012607
40,Brian Dolan,Physical Therapist,Medical Staff,20181221012607
41,Dr. Anthony Schena,Team Physician,Medical Staff,20181221012607
42,Nicholas Alberti,"Sr. Coordinator, Corporate Partnership Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
43,Chris Baker,"Sr. Director, Corporate Partnership Sales","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
44,Dana Barros,Community Relations Consultant,"Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
45,John Borders IV,Sr. Manager Community Engagement,"Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
46,Luke Buiso,"Specialist, Corporate Partnerships Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
47,Tessa Caffrey,"Sr. Director, Corporate Partnerships Events and Hospitality","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
48,Ted Dalton,"Senior VP, Corporate Partnerships & Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
49,Logan Dickinson,"Specialist, Corporate Partnerships Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
50,Nicole Federico,"VP, Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
51,Jim Ferris,"Managing Director, CLTX Crossover Gaming","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
52,Claire Fox,"Sr. Strategy Manager, Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
53,Leanda Helms,Sr. Designer and Creative Strategist,"Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
54,David Hoffman,"VP, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
55,Kara Keena,"Director, Corporate Partnerships Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
56,Kelsey Keena,"Manager, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
57,Alison Langevin,"Manager, Corporate Partnership Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
58,Vicky Le,"Sr. Director, Corporate Partnerships Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
59,Bil Marzouki,"Director, Corporate Partnership Sales","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
60,Katie McKenna,"Assistant, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
61,Leon Powe,Community Ambassador,"Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
62,Siobhan Sherbovich,"Director, Corporate Partnership Sales","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
63,Richie Smith,"Director, Strategy and Analytics, Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
64,Jake Spiak,"Sr. Manager, Corporate Partnership Sales","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
65,Alec Spivack,"Sr. Strategy Coordinator, Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
66,Sam Taub,"Director, Youth Basketball & Development","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
67,Johnson Tran,"Sr. Coordinator, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
68,Michael Wan,CLTX Team Manager,"Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
69,Ariann Williams,"Manager, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20181221012607
70,Kit Ackerman,Mascot Coordinator,"Marketing, Ticket Sales, and Service",20181221012607
71,Susan Barabino,Executive Assistant,"Marketing, Ticket Sales, and Service",20181221012607
72,Justin Brown,Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20181221012607
73,Kelly Brown – Ticket Sales Coordinator,"Marketing, Ticket Sales, and Service",,20181221012607
74,Brian Burnard,Director of Premium and Season Ticket Sales,"Marketing, Ticket Sales, and Service",20181221012607
75,Paul Cacciatore,"Vice President, Member Experience & Arena Operations","Marketing, Ticket Sales, and Service",20181221012607
76,Nicholas Cacici,Premium Event Account Executive,"Marketing, Ticket Sales, and Service",20181221012607
77,Susanne Canvin,Marketing & Advertising Coordinator,"Marketing, Ticket Sales, and Service",20181221012607
78,Matthew Carney,Digital Production Specialist,"Marketing, Ticket Sales, and Service",20181221012607
79,Craig Cassano,Sr. Account Executive,"Marketing, Ticket Sales, and Service",20181221012607
80,Lauren Scurini,"Manager, Member Experience & Retention","Marketing, Ticket Sales, and Service",20181221012607
81,David Cohen,"Director, Member Experience & Retention","Marketing, Ticket Sales, and Service",20181221012607
82,Sam Crocker,Digital Content Producer,"Marketing, Ticket Sales, and Service",20181221012607
83,Jacob Cruz,Premium and Season Ticket Sales Manager,"Marketing, Ticket Sales, and Service",20181221012607
84,Marc D'Amico,Digital Content Director & Team Reporter,"Marketing, Ticket Sales, and Service",20181221012607
85,Anna Dyakiv,VIP Member Experience Executive,"Marketing, Ticket Sales, and Service",20181221012607
86,Steven Gadsden,"Sr. Video Producer, Live Events","Marketing, Ticket Sales, and Service",20181221012607
87,Kyle George,Digital Development Coordinator,"Marketing, Ticket Sales, and Service",20181221012607
88,Brittany Glenn,"Director, VIP Member Experience & Retention","Marketing, Ticket Sales, and Service",20181221012607
89,Rich Gotham,Team President,"Marketing, Ticket Sales, and Service",20181221012607
90,Matt Griffin,VP of Strategic Marketing & Business Operations,"Marketing, Ticket Sales, and Service",20181221012607
91,Mackenzie Henderson,"VP, Ticket Sales","Marketing, Ticket Sales, and Service",20181221012607
92,Alex Herko,Digital Content Producer,"Marketing, Ticket Sales, and Service",20181221012607
93,Kara Hutchinson,Director of Marketing,"Marketing, Ticket Sales, and Service",20181221012607
94,Duane Johnson,Director of Ticket Operations,"Marketing, Ticket Sales, and Service",20181221012607
95,Winston Jones,Marketing Analyst,"Marketing, Ticket Sales, and Service",20181221012607
96,Erin Kelly,Sr. Member Experience Executive,"Marketing, Ticket Sales, and Service",20181221012607
97,John Krafick,Account Executive,"Marketing, Ticket Sales, and Service",20181221012607
98,Carley Lenahan,Event Coordinator,"Marketing, Ticket Sales, and Service",20181221012607
99,Jamie Miller,Member Engagement Manager,"Marketing, Ticket Sales, and Service",20181221012607
100,Chrissy Leach,Group Sales Manager,"Marketing, Ticket Sales, and Service",20181221012607
101,Erin Lewis,Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20181221012607
102,Emily Richard,Member Experience Executive,"Marketing, Ticket Sales, and Service",20181221012607
103,Colleen Rossetti,Sr. VIP Member Experience Executive,"Marketing, Ticket Sales, and Service",20181221012607
104,Alex Manta,Business Operations Manager,"Marketing, Ticket Sales, and Service",20181221012607
105,Tyler Marcotte,Member Experience Executive,"Marketing, Ticket Sales, and Service",20181221012607
106,Tyler Massey,Account Executive,"Marketing, Ticket Sales, and Service",20181221012607
107,Eileen O'Malley,Strategic Marketing Coordinator,"Marketing, Ticket Sales, and Service",20181221012607
108,Marina Ortega,Dance Team Director,"Marketing, Ticket Sales, and Service",20181221012607
109,Sara Page,Member Experience Executive,"Marketing, Ticket Sales, and Service",20181221012607
110,Jillian Paine,Director of Inside Sales,"Marketing, Ticket Sales, and Service",20181221012607
111,Justin Peterson,"Director, Digital Content Production","Marketing, Ticket Sales, and Service",20181221012607
112,McKenzie Pezze – Member Experience Executive,"Marketing, Ticket Sales, and Service",,20181221012607
113,Amanda Pflugrad,Celtics.com Video Reporter,"Marketing, Ticket Sales, and Service",20181221012607
114,Tiffany Philyaw – Member Experience Executive,"Marketing, Ticket Sales, and Service",,20181221012607
115,John Picard,Sr. Digital Videographer,"Marketing, Ticket Sales, and Service",20181221012607
116,Katie Punda,Account Executive,"Marketing, Ticket Sales, and Service",20181221012607
117,Bill Ramos,"Director, Digital Development & Innovation","Marketing, Ticket Sales, and Service",20181221012607
118,Jonathan Robinson,Sr. Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20181221012607
119,Marc Rogers,Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20181221012607
120,Andrew Sherwin,Director of Business Operations,"Marketing, Ticket Sales, and Service",20181221012607
121,Keith Sliney,Creative Director,"Marketing, Ticket Sales, and Service",20181221012607
122,Taylor Snow,Digital Production Coordinator,"Marketing, Ticket Sales, and Service",20181221012607
123,Zachary Soulier,Account Executive,"Marketing, Ticket Sales, and Service",20181221012607
124,Sean Sullivan,VP of Live Events,"Marketing, Ticket Sales, and Service",20181221012607
125,Shawn Sullivan,Chief Marketing Officer,"Marketing, Ticket Sales, and Service",20181221012607
126,Matthew Tardiff,Member Experience Executive,"Marketing, Ticket Sales, and Service",20181221012607
127,Jake Wendling,Director of Game Presentation & Events,"Marketing, Ticket Sales, and Service",20181221012607
128,Jack Wu,Graphic Designer,"Marketing, Ticket Sales, and Service",20181221012607
129,Brandon Chinn,Communications Assistant Manager,Media Relations,20181221012607
130,Christian Megliola,"Senior VP, Communications",Media Relations,20181221012607
131,Brian Olive,Media Services Manager,Media Relations,20181221012607
132,Jeffrey Twiss,VP of Media Services/Alumni Relations,Media Relations,20181221012607
133,Heather Walker,Sr. Director of Public Relations,Media Relations,20181221012607
134,Jamie Casselberry,Staff Accountant,Finance / Administration,20181221012607
135,Peter Fayette,Director of Operations,Finance / Administration,20181221012607
136,Patrick Lynch,Vice President & Controller,Finance / Administration,20181221012607
137,Will Lynner,Staff Accountant,Finance / Administration,20181221012607
138,Barbara Reed,Sr. Director of Human Resources & Investor Services,Finance / Administration,20181221012607
139,Bill Reissfelder,Sr. Vice President & CFO,Finance / Administration,20181221012607
140,Clancy Wolf,Receptionist & Assistant Office Manager,Finance / Administration,20181221012607
141,Alice Zottoli,Accounting Manager,Finance / Administration,20181221012607
142,Rob Billings,Risk Management,Operations,20181221012607
143,Rick Coombs,Manager of Technology Programs and Services,Operations,20181221012607
144,Tim Knecht,Information Technology Administrator,Operations,20181221012607
145,Jason McKenna,Facilities Manager – Practice Facility,Operations,20181221012607
146,James Parker,Associate Team Counsel,Operations,20181221012607
147,Jay Wessland,Vice President & CTO,Operations,20181221012607
0,Wyc Grousbeck,"Managing Partner, Governor & Chief Executive Officer",Managing Partners,20190411000957
1,H. Irving Grousbeck,Managing Partner & Alternate Governor,Managing Partners,20190411000957
2,Stephen Pagliuca,Managing Partner & Alternate Governor,Managing Partners,20190411000957
3,Robert Epstein,Managing Partner & Alternate Governor,Managing Partners,20190411000957
4,Wendy Cooper,Executive Assistant,Managing Partners,20190411000957
5,Austin Ainge,Director of Player Personnel,Basketball Operations,20190411000957
6,Danny Ainge,President of Basketball Operations,Basketball Operations,20190411000957
7,Jerome Allen,Assistant Coach,Basketball Operations,20190411000957
8,Gibson Arnold,Regional Scout,Basketball Operations,20190411000957
9,Brandon Bailey,Assistant Video Coordinator,Basketball Operations,20190411000957
10,Alex Barlow,Video Assistant,Basketball Operations,20190411000957
11,Steven Bekerian,Culinary Nutrition Assistant,Basketball Operations,20190411000957
12,Frank Burke,Director of Basketball Administration,Basketball Operations,20190411000957
13,Drew Cannon,Basketball Operations Analyst,Basketball Operations,20190411000957
14,Remy Cofield,Basketball Operations Assistant,Basketball Operations,20190411000957
15,Jake Eastman,Basketball Operations Assistant,Basketball Operations,20190411000957
16,Kenny Graves,Coaching Associate/Director of Player Development,Basketball Operations,20190411000957
17,Jay Larranaga,Assistant Coach,Basketball Operations,20190411000957
18,Armond Lavallee,Assistant Strength and Conditioning Coach,Basketball Operations,20190411000957
19,Luiz Lemes,International Scout,Basketball Operations,20190411000957
20,David Lewin,Director of Scouting,Basketball Operations,20190411000957
21,Todd Lickliter,Regional Scout,Basketball Operations,20190411000957
22,Andrew Mannix,Basketball Facilities Manager,Basketball Operations,20190411000957
23,Benas Matkevicius,International Scout,Basketball Operations,20190411000957
24,Aidan Monheim,Practice Facility Receptionist & Assistant Facility Manager,Basketball Operations,20190411000957
25,Scott Morrison,Assistant Coach,Basketball Operations,20190411000957
26,Kathleen Nimmo,Team Services Manager,Basketball Operations,20190411000957
27,Matthew Reynolds,Video Assistant,Basketball Operations,20190411000957
28,Gary Schmidt,Advance Scout,Basketball Operations,20190411000957
29,Micah Shrewsberry,Assistant Coach,Basketball Operations,20190411000957
30,David Sparks,Director of Basketball Analytics,Basketball Operations,20190411000957
31,Brad Stevens,Head Coach,Basketball Operations,20190411000957
32,Tyler Yeaton,Assistant Strength and Conditioning Coach,Basketball Operations,20190411000957
33,Jamie Young,Assistant Coach,Basketball Operations,20190411000957
34,Mike Zarren,Assistant General Manager & Team Counsel,Basketball Operations,20190411000957
35,Pete Chrisafideis,Home Equipment Personnel,Team Services,20190411000957
36,John Connor,Team Travel & Equipment Manager,Team Services,20190411000957
37,Phil Lynch,Director of Team Security,Team Services,20190411000957
38,Francis O'Bryant,Operations Liaison,Team Services,20190411000957
39,Dr. Johann Bilsborough,Director of Sport Science,Medical Staff,20190411000957
40,Brian Dolan,Physical Therapist,Medical Staff,20190411000957
41,Dr. Anthony Schena,Team Physician,Medical Staff,20190411000957
42,Nicholas Alberti,"Sr. Coordinator, Corporate Partnership Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
43,Chris Baker,"Sr. Director, Corporate Partnership Sales","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
44,Dana Barros,Community Relations Consultant,"Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
45,John Borders IV,Sr. Manager Community Engagement,"Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
46,Luke Buiso,"Specialist, Corporate Partnerships Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
47,Tessa Caffrey,"Sr. Director, Corporate Partnerships Events and Hospitality","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
48,Ted Dalton,"Senior VP, Corporate Partnerships & Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
49,Logan Dickinson,"Specialist, Corporate Partnerships Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
50,Nicole Federico,"VP, Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
51,Jim Ferris,"Managing Director, CLTX Crossover Gaming","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
52,Claire Fox,"Sr. Strategy Manager, Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
53,Leanda Helms,Sr. Designer and Creative Strategist,"Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
54,David Hoffman,"VP, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
55,Kara Keena,"Director, Corporate Partnerships Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
56,Kelsey Keena,"Manager, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
57,Alison Langevin,"Manager, Corporate Partnership Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
58,Vicky Le,"Sr. Director, Corporate Partnerships Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
59,Bil Marzouki,"Director, Corporate Partnership Sales","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
60,Katie McKenna,"Assistant, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
61,Leon Powe,Community Ambassador,"Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
62,Siobhan Sherbovich,"Director, Corporate Partnership Sales","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
63,Richie Smith,"Director, Strategy and Analytics, Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
64,Jake Spiak,"Sr. Manager, Corporate Partnership Sales","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
65,Alec Spivack,"Sr. Strategy Coordinator, Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
66,Sam Taub,"Director, Youth Basketball & Development","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
67,Johnson Tran,"Sr. Coordinator, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
68,Michael Wan,CLTX Team Manager,"Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
69,Ariann Williams,"Manager, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20190411000957
70,Kit Ackerman,Mascot Coordinator,"Marketing, Ticket Sales, and Service",20190411000957
71,Susan Barabino,Executive Assistant,"Marketing, Ticket Sales, and Service",20190411000957
72,Justin Brown,Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20190411000957
73,Kelly Brown – Ticket Sales Coordinator,"Marketing, Ticket Sales, and Service",,20190411000957
74,Brian Burnard,Director of Premium and Season Ticket Sales,"Marketing, Ticket Sales, and Service",20190411000957
75,Paul Cacciatore,"Vice President, Member Experience & Arena Operations","Marketing, Ticket Sales, and Service",20190411000957
76,Nicholas Cacici,Premium Event Account Executive,"Marketing, Ticket Sales, and Service",20190411000957
77,Susanne Canvin,Marketing & Advertising Coordinator,"Marketing, Ticket Sales, and Service",20190411000957
78,Matthew Carney,Digital Production Specialist,"Marketing, Ticket Sales, and Service",20190411000957
79,Craig Cassano,Sr. Account Executive,"Marketing, Ticket Sales, and Service",20190411000957
80,Lauren Scurini,"Manager, Member Experience & Retention","Marketing, Ticket Sales, and Service",20190411000957
81,David Cohen,"Director, Member Experience & Retention","Marketing, Ticket Sales, and Service",20190411000957
82,Sam Crocker,Digital Content Producer,"Marketing, Ticket Sales, and Service",20190411000957
83,Jacob Cruz,Premium and Season Ticket Sales Manager,"Marketing, Ticket Sales, and Service",20190411000957
84,Marc D'Amico,Digital Content Director & Team Reporter,"Marketing, Ticket Sales, and Service",20190411000957
85,Anna Dyakiv,VIP Member Experience Executive,"Marketing, Ticket Sales, and Service",20190411000957
86,Steven Gadsden,"Sr. Video Producer, Live Events","Marketing, Ticket Sales, and Service",20190411000957
87,Kyle George,Digital Development Coordinator,"Marketing, Ticket Sales, and Service",20190411000957
88,Brittany Glenn,"Director, VIP Member Experience & Retention","Marketing, Ticket Sales, and Service",20190411000957
89,Rich Gotham,Team President,"Marketing, Ticket Sales, and Service",20190411000957
90,Matt Griffin,VP of Strategic Marketing & Business Operations,"Marketing, Ticket Sales, and Service",20190411000957
91,Mackenzie Henderson,"VP, Ticket Sales","Marketing, Ticket Sales, and Service",20190411000957
92,Alex Herko,Digital Content Producer,"Marketing, Ticket Sales, and Service",20190411000957
93,Kara Hutchinson,Director of Marketing,"Marketing, Ticket Sales, and Service",20190411000957
94,Duane Johnson,Director of Ticket Operations,"Marketing, Ticket Sales, and Service",20190411000957
95,Winston Jones,Marketing Analyst,"Marketing, Ticket Sales, and Service",20190411000957
96,Erin Kelly,Sr. Member Experience Executive,"Marketing, Ticket Sales, and Service",20190411000957
97,John Krafick,Account Executive,"Marketing, Ticket Sales, and Service",20190411000957
98,Carley Lenahan,Event Coordinator,"Marketing, Ticket Sales, and Service",20190411000957
99,Jamie Miller,Member Engagement Manager,"Marketing, Ticket Sales, and Service",20190411000957
100,Chrissy Leach,Group Sales Manager,"Marketing, Ticket Sales, and Service",20190411000957
101,Erin Lewis,Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20190411000957
102,Emily Richard,Member Experience Executive,"Marketing, Ticket Sales, and Service",20190411000957
103,Colleen Rossetti,Sr. VIP Member Experience Executive,"Marketing, Ticket Sales, and Service",20190411000957
104,Alex Manta,Business Operations Manager,"Marketing, Ticket Sales, and Service",20190411000957
105,Tyler Marcotte,Member Experience Executive,"Marketing, Ticket Sales, and Service",20190411000957
106,Tyler Massey,Account Executive,"Marketing, Ticket Sales, and Service",20190411000957
107,Eileen O'Malley,Strategic Marketing Coordinator,"Marketing, Ticket Sales, and Service",20190411000957
108,Marina Ortega,Dance Team Director,"Marketing, Ticket Sales, and Service",20190411000957
109,Sara Page,Member Experience Executive,"Marketing, Ticket Sales, and Service",20190411000957
110,Jillian Paine,Director of Inside Sales,"Marketing, Ticket Sales, and Service",20190411000957
111,Justin Peterson,"Director, Digital Content Production","Marketing, Ticket Sales, and Service",20190411000957
112,McKenzie Pezze – Member Experience Executive,"Marketing, Ticket Sales, and Service",,20190411000957
113,Amanda Pflugrad,Celtics.com Video Reporter,"Marketing, Ticket Sales, and Service",20190411000957
114,Tiffany Philyaw – Member Experience Executive,"Marketing, Ticket Sales, and Service",,20190411000957
115,John Picard,Sr. Digital Videographer,"Marketing, Ticket Sales, and Service",20190411000957
116,Katie Punda,Account Executive,"Marketing, Ticket Sales, and Service",20190411000957
117,Bill Ramos,"Director, Digital Development & Innovation","Marketing, Ticket Sales, and Service",20190411000957
118,Jonathan Robinson,Sr. Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20190411000957
119,Marc Rogers,Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20190411000957
120,Andrew Sherwin,Director of Business Operations,"Marketing, Ticket Sales, and Service",20190411000957
121,Keith Sliney,Creative Director,"Marketing, Ticket Sales, and Service",20190411000957
122,Taylor Snow,Digital Production Coordinator,"Marketing, Ticket Sales, and Service",20190411000957
123,Zachary Soulier,Account Executive,"Marketing, Ticket Sales, and Service",20190411000957
